aX,aY,aZ,gX,gY,gZ
-0.481,0.311,-0.850,-5.188,-2.319,-13.245
-0.417,0.290,-0.862,0.427,-5.249,-5.615
-0.409,0.302,-0.853,5.249,-7.935,2.563
-0.412,0.309,-0.820,7.751,-10.254,9.338
-0.446,0.312,-0.823,6.348,-9.888,10.986
-0.481,0.322,-0.829,3.357,-7.385,9.644
-0.487,0.319,-0.832,3.174,-5.798,5.615
-0.486,0.315,-0.826,3.601,-3.113,2.380
-0.502,0.305,-0.817,4.883,-0.183,0.732
-0.510,0.299,-0.823,7.629,0.732,0.244
-0.523,0.303,-0.809,11.230,0.427,0.488
-0.526,0.309,-0.785,14.404,0.244,0.244
-0.521,0.325,-0.769,14.709,1.343,-0.671
-0.537,0.344,-0.745,13.062,2.686,-2.441
-0.543,0.370,-0.728,9.949,4.211,-4.089
-0.558,0.398,-0.724,5.920,5.981,-6.470
-0.537,0.410,-0.726,2.808,7.874,-8.789
-0.536,0.417,-0.747,1.831,7.263,-8.606
-0.515,0.411,-0.759,4.517,2.686,-5.493
-0.496,0.387,-0.766,8.850,-2.380,-1.099
-0.490,0.365,-0.780,11.353,-5.127,2.747
-0.480,0.350,-0.795,13.306,-5.432,3.723
-0.475,0.336,-0.802,13.855,-3.479,1.892
-0.478,0.338,-0.797,13.550,0.244,-0.732
-0.467,0.342,-0.781,12.512,4.089,-2.869
-0.472,0.346,-0.771,10.132,7.080,-3.845
-0.471,0.366,-0.783,7.507,8.850,-2.747
-0.473,0.362,-0.791,7.751,8.545,-0.977
-0.478,0.359,-0.796,10.254,6.714,1.221
-0.480,0.349,-0.794,13.489,4.822,3.296
-0.486,0.337,-0.794,15.991,3.967,4.028
-0.481,0.319,-0.813,18.066,4.089,3.601
-0.489,0.310,-0.823,19.714,5.127,2.319
-0.509,0.318,-0.798,21.179,7.507,0.305
-0.512,0.320,-0.768,20.874,10.315,-2.441
-0.520,0.324,-0.775,17.456,14.893,-4.456
-0.527,0.360,-0.798,14.404,17.639,-4.639
-0.512,0.334,-0.805,17.395,15.625,-5.859
-0.502,0.328,-0.818,20.691,12.512,-3.967
-0.493,0.305,-0.842,24.292,9.705,-1.953
-0.480,0.286,-0.878,28.931,6.409,-1.160
-0.478,0.260,-0.891,34.973,5.249,-1.831
-0.476,0.250,-0.889,39.795,7.141,-4.578
-0.488,0.243,-0.885,41.870,11.902,-10.437
-0.495,0.269,-0.844,42.908,19.287,-17.761
-0.481,0.325,-0.786,42.786,25.024,-23.682
-0.450,0.370,-0.741,40.527,28.809,-27.527
-0.433,0.399,-0.719,37.659,31.799,-27.039
-0.398,0.426,-0.738,35.034,33.325,-22.095
-0.404,0.432,-0.769,36.255,29.419,-13.367
-0.412,0.451,-0.780,41.748,22.156,-3.418
-0.441,0.473,-0.757,49.744,15.137,6.226
-0.426,0.782,1.703,-6.592,24.719,-12.146
-0.456,0.855,1.835,-21.912,19.897,-9.460
-0.490,0.906,1.973,-39.490,19.653,-11.658
-0.497,0.962,2.115,-57.434,20.264,-17.273
-0.442,1.030,2.233,-76.721,17.029,-25.818
-0.362,1.088,2.337,-99.609,14.954,-30.273
-0.269,1.139,2.464,-124.268,14.648,-28.748
-0.225,1.148,2.614,-150.208,13.855,-23.926
-0.177,1.146,2.780,-175.781,10.986,-17.639
-0.097,1.126,2.939,-200.500,3.479,-12.329
-0.027,1.083,3.068,-232.544,-8.972,-6.836
0.028,1.016,3.109,-269.897,-18.372,0.916
0.139,0.937,3.065,-302.734,-29.297,14.343
0.201,0.715,2.857,-332.275,-46.143,33.081
0.218,0.514,2.500,-360.168,-66.895,59.021
0.169,0.375,2.183,-379.089,-85.144,82.947
0.125,0.242,1.952,-384.583,-92.407,91.125
0.098,0.097,1.734,-384.277,-92.590,85.388
0.124,-0.030,1.466,-387.451,-93.811,75.623
0.164,-0.170,1.122,-392.456,-96.619,71.594
0.150,-0.300,0.801,-393.799,-100.952,75.684
0.114,-0.416,0.615,-386.841,-103.271,84.045
0.073,-0.515,0.471,-373.962,-99.609,88.013
0.013,-0.582,0.358,-362.549,-93.689,86.609
-0.047,-0.602,0.327,-346.497,-86.731,83.313
-0.049,-0.614,0.359,-326.904,-79.773,78.369
-0.054,-0.637,0.312,-316.223,-77.087,74.890
-0.094,-0.596,0.167,-314.026,-80.444,79.163
-0.131,-0.581,0.029,-306.702,-88.196,84.412
-0.159,-0.553,-0.046,-296.753,-94.116,84.229
-0.178,-0.512,-0.092,-290.405,-90.637,80.627
-0.165,-0.488,-0.136,-285.278,-80.200,74.890
-0.119,-0.472,-0.219,-281.738,-71.472,68.726
-0.069,-0.442,-0.357,-279.114,-68.970,66.284
-0.040,-0.392,-0.477,-269.531,-70.068,68.848
-0.039,-0.397,-0.536,-251.587,-70.313,71.899
-0.061,-0.353,-0.560,-232.849,-68.848,75.745
-0.088,-0.358,-0.572,-219.360,-65.247,79.956
-0.158,-0.342,-0.670,-210.754,-58.411,81.726
-0.180,-0.334,-0.811,-201.721,-55.481,80.872
-0.194,-0.354,-0.953,-187.683,-54.749,79.712
-0.205,-0.321,-1.031,-169.006,-54.504,80.933
-0.225,-0.309,-0.986,-149.231,-50.293,78.918
-0.240,-0.378,-1.003,-137.634,-41.138,74.463
-0.286,-0.392,-1.114,-133.362,-30.457,72.693
-0.339,-0.438,-1.230,-122.864,-24.048,71.228
-0.422,-0.435,-1.295,-103.882,-19.897,67.505
-0.475,-0.450,-1.347,-81.360,-18.555,59.326
-0.470,-0.417,-1.360,-58.350,-17.761,47.974
-0.442,-0.397,-1.334,-37.048,-16.479,35.706
-0.416,-0.321,-1.283,-20.447,-13.916,25.696
-0.420,-0.188,-1.207,-7.385,-10.437,20.874
-0.420,-0.070,-1.130,3.723,-8.240,20.203
-0.447,0.044,-1.077,12.512,-7.446,19.775
-0.480,0.146,-1.023,20.142,-6.226,19.592
-0.488,0.227,-0.959,27.466,-5.371,17.334
-0.517,0.294,-0.866,30.884,-2.747,14.038
-0.546,0.377,-0.793,31.128,-0.122,11.292
-0.586,0.413,-0.761,28.625,3.174,8.972
-0.613,0.501,-0.709,24.719,6.226,7.751
-0.613,0.515,-0.657,22.461,6.470,3.784
-0.647,0.524,-0.657,17.151,5.676,-0.122
-0.650,0.537,-0.662,11.475,3.296,-0.061
-0.627,0.518,-0.667,9.155,0.549,0.549
-0.622,0.505,-0.680,5.798,-1.526,1.892
-0.615,0.461,-0.702,3.845,-3.906,4.333
-0.616,0.424,-0.736,2.808,-6.470,5.676
-0.595,0.390,-0.755,2.686,-8.606,4.333
-0.567,0.354,-0.759,3.174,-8.728,1.404
-0.537,0.338,-0.764,1.892,-8.179,-0.244
-0.502,0.331,-0.785,0.122,-7.629,-0.549
-0.490,0.347,-0.792,-1.038,-7.385,1.160
-0.472,0.356,-0.800,-0.549,-7.141,3.418
-0.469,0.365,-0.817,-0.061,-7.141,6.775
-0.468,0.360,-0.815,2.014,-8.362,9.583
-0.484,0.357,-0.792,4.944,-8.850,11.597
-0.486,0.344,-0.786,6.592,-7.935,12.207
-0.499,0.335,-0.781,6.836,-5.859,11.841
-0.512,0.318,-0.766,6.653,-2.747,10.315
-0.522,0.311,-0.764,4.822,0.549,6.592
-0.544,0.316,-0.786,2.991,3.296,2.686
-0.537,0.319,-0.779,4.395,4.211,-0.366
-0.535,0.337,-0.753,5.981,4.761,-2.014
-0.517,0.363,-0.740,6.165,5.371,-1.831
-0.500,0.373,-0.753,6.165,4.333,-0.122
-0.492,0.381,-0.774,7.080,2.014,3.723
-0.495,0.373,-0.780,10.071,-0.916,8.118
-0.505,0.372,-0.770,12.939,-2.808,10.559
-0.511,0.367,-0.769,15.137,-2.563,10.315
-0.517,0.356,-0.761,16.113,0.061,7.996
-0.528,0.344,-0.778,15.015,2.808,4.456
-0.535,0.341,-0.790,14.648,5.005,1.160
-0.513,0.332,-0.772,16.663,5.310,-0.732
-0.505,0.324,-0.758,16.846,4.944,-0.854
-0.469,0.337,-0.776,15.259,5.554,1.038
-0.468,0.334,-0.799,14.404,4.822,4.883
-0.478,0.343,-0.816,15.808,4.211,8.057
-0.481,0.344,-0.815,19.836,3.235,9.094
-0.489,0.343,-0.800,22.888,3.784,7.812
-0.512,0.360,-0.795,23.804,5.798,4.822
-0.522,0.371,-0.802,25.146,8.301,0.793
-0.512,0.374,-0.793,27.466,10.071,-3.540
-0.498,0.378,-0.781,28.625,11.230,-6.348
-0.476,0.372,-0.773,28.320,12.817,-7.568
-0.462,0.368,-0.785,26.428,14.465,-7.202
-0.465,0.376,-0.787,26.062,15.442,-4.761
-0.479,0.377,-0.773,28.198,14.709,-2.197
-0.495,0.392,-0.756,31.677,12.756,-0.183
-0.498,0.410,-0.742,34.485,10.986,0.977
-0.497,0.417,-0.732,36.743,9.949,1.099
-0.504,0.422,-0.729,38.086,9.521,0.977
-0.505,0.427,-0.719,38.879,9.033,0.305
-0.489,0.406,-0.704,39.124,10.681,-1.221
-0.472,0.404,-0.709,36.926,14.771,-1.526
-0.476,0.416,-0.709,32.776,17.578,-0.916
-0.476,0.406,-0.702,33.081,19.226,-0.366
-0.488,0.421,-0.700,33.630,19.958,2.869
-0.508,0.432,-0.684,36.743,18.066,7.141
-0.533,0.438,-0.659,41.260,14.038,11.108
