aX,aY,aZ,gX,gY,gZ
0.095,-0.977,0.522,-20.386,3.235,25.513
0.125,-0.978,0.516,-22.034,2.808,27.893
0.138,-0.980,0.520,-25.146,0.854,29.358
0.152,-0.976,0.516,-27.893,-0.977,30.518
0.167,-0.994,0.507,-29.602,-1.465,32.471
0.162,-1.012,0.500,-30.212,-1.587,35.828
0.162,-1.011,0.504,-29.541,-2.075,39.001
0.159,-1.010,0.505,-30.334,-2.380,41.321
0.149,-0.993,0.514,-32.349,-3.662,43.762
0.134,-0.962,0.515,-34.607,-4.639,46.021
0.118,-0.912,0.520,-37.170,-5.920,47.729
0.099,-0.862,0.528,-40.039,-8.240,48.035
0.077,-0.813,0.536,-42.664,-10.559,45.715
0.055,-0.794,0.537,-43.762,-12.024,42.358
0.050,-0.778,0.546,-42.786,-12.695,38.208
0.057,-0.763,0.552,-40.100,-12.451,33.264
0.069,-0.768,0.551,-37.048,-11.658,28.809
0.097,-0.787,0.563,-33.691,-10.559,25.818
0.117,-0.796,0.587,-30.701,-9.705,24.353
0.130,-0.820,0.600,-29.907,-8.789,23.437
0.179,-0.872,0.595,-31.250,-8.606,22.888
0.186,-0.892,0.607,-35.034,-11.658,24.963
0.149,-0.894,0.630,-40.344,-16.357,30.518
0.116,-0.862,0.676,-44.556,-17.395,37.292
0.093,-0.811,0.713,-45.898,-13.428,42.358
0.081,-0.768,0.713,-47.424,-7.629,43.945
0.090,-0.739,0.680,-49.194,-4.089,41.870
0.114,-0.732,0.643,-50.171,-4.028,36.316
0.139,-0.738,0.614,-49.194,-6.653,29.053
0.170,-0.763,0.608,-46.814,-10.132,22.827
0.193,-0.803,0.607,-45.227,-12.573,21.057
0.218,-0.809,0.627,-45.105,-13.489,24.719
0.241,-0.781,0.669,-44.800,-12.329,31.677
0.230,-0.754,0.686,-46.631,-10.376,39.185
0.215,-0.738,0.670,-50.354,-8.728,43.518
0.203,-0.720,0.647,-53.101,-7.874,43.701
0.191,-0.706,0.632,-54.199,-7.874,42.236
0.178,-0.696,0.628,-53.223,-8.606,39.673
0.166,-0.694,0.628,-50.964,-9.216,36.987
0.170,-0.697,0.630,-48.218,-8.789,35.828
0.193,-0.670,0.655,-45.410,-6.775,36.560
0.239,-0.671,0.672,-42.236,-4.639,38.269
0.279,-0.677,0.689,-41.138,-4.395,40.833
0.289,-0.675,0.703,-43.518,-6.958,43.762
0.249,-0.671,0.697,-48.462,-11.658,46.570
0.146,1.232,1.638,138.428,49.255,-72.327
0.181,1.354,1.857,156.433,49.133,-73.425
0.141,1.529,2.145,168.701,50.903,-66.040
0.067,1.742,2.407,170.349,50.354,-50.293
-0.051,1.941,2.543,163.879,44.678,-33.752
-0.183,2.142,2.556,155.945,39.185,-21.301
-0.339,2.368,2.449,149.109,35.522,-14.832
-0.588,2.496,2.203,146.362,31.738,-16.663
-0.897,2.683,1.918,149.475,27.466,-26.672
-1.292,2.778,1.479,158.569,29.297,-42.969
-1.558,2.545,0.857,176.758,36.865,-66.223
-1.658,1.957,0.158,200.684,40.710,-106.079
-1.484,1.083,-0.615,217.712,27.527,-162.170
-1.216,0.210,-1.352,227.722,-5.981,-218.079
-1.187,-0.338,-1.979,236.023,-44.495,-254.700
-1.267,-0.842,-2.661,255.432,-62.256,-266.724
-1.357,-1.472,-3.294,289.856,-47.974,-263.000
-1.461,-2.529,-3.674,342.285,-25.940,-264.038
-1.427,-3.859,-3.537,396.790,-14.038,-288.025
-1.177,-4.000,-2.782,434.509,-11.475,-342.224
-0.844,-4.000,-1.530,433.838,0.122,-396.606
-0.179,-4.000,-0.068,392.700,41.626,-395.264
0.781,-4.000,0.837,315.613,134.277,-293.701
1.877,-4.000,0.725,211.792,254.272,-107.239
2.706,-3.286,0.071,99.854,328.491,68.787
2.946,-1.794,-0.605,0.427,290.161,163.635
2.189,-0.728,-0.934,-78.796,152.771,176.514
1.068,-0.396,-0.890,-117.371,-8.423,133.301
-0.183,-0.439,-0.362,-108.337,-123.230,70.801
-1.149,-0.654,0.313,-77.087,-163.818,15.808
-1.496,-0.716,0.712,-55.725,-135.498,-17.395
-1.416,-0.695,0.667,-56.274,-79.468,-24.902
-1.116,-0.601,0.520,-55.359,-28.198,-7.324
-0.786,-0.471,0.448,-42.908,12.573,17.761
-0.359,-0.414,0.345,-30.396,40.222,33.997
0.109,-0.451,0.210,-22.766,47.119,33.203
0.433,-0.578,0.113,-20.203,32.043,17.212
0.515,-0.749,0.141,-17.212,3.418,-2.258
0.395,-0.932,0.260,-11.414,-23.376,-13.062
0.207,-1.013,0.429,-7.507,-39.063,-10.742
-0.071,-0.989,0.507,-9.033,-39.490,-0.549
-0.173,-0.836,0.552,-12.207,-23.193,13.550
-0.140,-0.672,0.501,-13.367,-11.414,27.405
-0.142,-0.490,0.437,-16.357,-0.305,34.546
-0.079,-0.421,0.367,-10.376,9.521,30.701
-0.017,-0.460,0.373,0.977,11.230,21.301
0.003,-0.559,0.466,12.939,2.258,7.874
0.016,-0.728,0.542,21.057,-7.446,-6.714
0.013,-0.885,0.622,25.696,-12.207,-14.648
0.039,-1.002,0.684,27.161,-10.315,-12.634
0.051,-1.068,0.722,24.597,-5.615,-2.441
0.026,-1.063,0.736,19.592,0.671,11.780
0.019,-1.030,0.696,13.367,10.254,25.391
0.083,-0.985,0.606,5.554,17.456,31.067
0.126,-0.935,0.548,0.732,16.235,27.893
0.168,-0.899,0.518,0.122,11.475,21.729
0.187,-0.889,0.490,0.610,6.287,17.090
0.167,-0.903,0.488,2.258,-0.671,12.878
0.114,-0.925,0.530,4.578,-7.141,10.376
0.046,-0.945,0.564,5.310,-9.094,11.658
-0.012,-0.957,0.577,4.456,-7.751,16.357
-0.044,-0.937,0.589,3.540,-5.066,21.423
-0.052,-0.905,0.574,0.732,-1.526,24.780
-0.043,-0.867,0.550,-2.747,0.000,24.597
-0.005,-0.845,0.535,-4.456,0.366,20.325
0.020,-0.849,0.529,-4.272,-0.244,15.198
0.038,-0.875,0.537,-2.502,-0.488,12.024
0.034,-0.917,0.557,0.183,0.122,12.268
0.023,-0.946,0.585,2.869,1.648,15.564
0.021,-0.962,0.611,4.150,3.845,20.081
0.026,-0.958,0.616,2.380,6.226,23.682
0.051,-0.938,0.598,-0.366,7.996,25.452
0.076,-0.918,0.590,-2.136,8.179,25.085
0.088,-0.905,0.580,-3.784,7.019,23.315
0.094,-0.912,0.564,-5.188,4.822,21.057
0.106,-0.936,0.554,-5.432,3.174,19.775
0.123,-0.959,0.551,-5.676,2.869,20.752
0.146,-0.968,0.542,-7.141,3.418,23.193
0.155,-0.954,0.531,-9.094,3.601,25.757
0.135,-0.914,0.526,-10.803,3.662,28.625
0.122,-0.878,0.510,-12.939,2.686,30.457
0.110,-0.859,0.501,-14.587,0.488,30.823
0.084,-0.834,0.502,-15.076,-1.770,30.640
0.076,-0.843,0.492,-14.954,-3.052,30.212
0.086,-0.858,0.492,-14.587,-3.357,29.175
0.108,-0.844,0.505,-14.160,-3.601,27.893
0.128,-0.831,0.507,-14.465,-2.991,27.100
0.147,-0.839,0.502,-14.038,-2.625,27.649
0.165,-0.866,0.503,-12.146,-2.869,28.259
0.193,-0.921,0.500,-10.681,-4.028,28.992
0.190,-0.972,0.513,-11.414,-7.263,30.823
0.172,-1.013,0.548,-13.733,-9.949,33.752
0.169,-1.049,0.561,-17.883,-9.521,36.926
0.151,-1.036,0.595,-23.804,-8.545,40.344
0.141,-0.980,0.627,-29.236,-7.812,42.236
0.140,-0.930,0.611,-34.912,-7.507,41.870
0.149,-0.902,0.569,-40.466,-8.972,39.307
0.169,-0.880,0.546,-42.480,-11.902,34.668
0.167,-0.889,0.540,-42.053,-15.076,30.823
0.161,-0.923,0.552,-41.016,-17.517,30.640
0.170,-0.948,0.582,-40.405,-18.433,34.180
0.166,-0.943,0.618,-40.771,-17.944,40.649
0.124,-0.886,0.657,-43.152,-17.090,47.485
0.076,-0.818,0.671,-46.631,-15.320,51.697
0.043,-0.768,0.657,-50.537,-14.587,50.293
0.019,-0.736,0.641,-52.734,-16.235,43.335
0.008,-0.722,0.634,-51.697,-18.921,33.813
0.014,-0.743,0.632,-48.584,-19.958,25.696
0.043,-0.760,0.656,-44.617,-17.578,20.813
0.100,-0.766,0.691,-39.063,-11.841,18.127
0.144,-0.799,0.690,-36.255,-6.104,19.592
0.185,-0.828,0.675,-36.560,-3.784,24.292
0.205,-0.834,0.671,-38.757,-3.662,29.663
0.198,-0.836,0.663,-41.992,-4.883,35.767
0.165,-0.811,0.663,-43.762,-6.104,42.419
0.142,-0.767,0.682,-44.373,-5.859,47.852
0.135,-0.699,0.721,-45.166,-4.456,50.537
0.147,-0.635,0.732,-46.265,-2.441,48.706
0.163,-0.597,0.709,-48.523,-2.869,43.518
